Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
0.423,0.4807212,0.7427619,0.5124927
0.277,0.24206921,0.43353188,0.34620595
0.191,0.09526806,0.17206876,0.16460916
0.702,0.5858176,0.5333154,0.6427256
0.793,0.7363308,0.66052246,0.7571408
0.855,0.8198451,0.7462345,0.8076358
1.01,0.87502074,0.8160065,0.84587955
0.958,0.92741436,0.8923623,0.89462584
0.968,0.97469175,0.97082484,0.95594233
0.582,0.46656254,0.59074694,0.459367
0.388,0.33080256,0.47203058,0.35438672
0.294,0.24729277,0.38052073,0.29776394
0.238,0.19008298,0.2986522,0.24782759
0.173,0.14035809,0.21314533,0.18724649
0.131,0.10513052,0.13461968,0.11925517
0.157,0.0862473,0.09120905,0.07692776
0.046,0.07490242,0.07330683,0.0653622
0.036,0.03620956,0.025195748,0.037455417
4.96,11.030991,8.924481,9.577052
1.72,3.692594,3.547748,2.6614087
0.823,0.9565743,1.2490212,0.7411321
0.385,0.48335287,0.7458469,0.51398677
0.259,0.24260609,0.4343248,0.34667918
0.163,0.095521346,0.1726724,0.16512734
0.586,0.5898464,0.5365706,0.64617556
0.734,0.7379317,0.66199654,0.75833446
0.797,0.8202379,0.74659824,0.8080295
0.76,0.87527925,0.8161854,0.84616417
0.563,0.9279853,0.89299387,0.8952022
0.802,0.97480136,0.97070706,0.9558945
0.451,0.48642835,0.60701865,0.47619224
0.328,0.33091965,0.4722067,0.35451537
0.244,0.2470476,0.38023582,0.29763088
0.203,0.19013603,0.29875112,0.24790987
0.158,0.14038886,0.21320696,0.18730259
0.207,0.105136044,0.13462055,0.1192545
0.071,0.08674133,0.09208096,0.07762111
0.061,0.074896745,0.073295504,0.06535776
0.037,0.036241926,0.025227822,0.03748119
3.81,4.5365524,4.8464046,5.0480447
1.25,1.4184533,2.068482,1.5168031
0.455,0.5802638,0.7080735,0.3870078
0.203,0.38130832,0.3897844,0.24105111
0.11,0.20537414,0.21655001,0.14840187
0.053,0.07339367,0.0821625,0.062717155
0.3,0.521056,0.45488492,0.52986985
0.527,0.6313756,0.59842014,0.65388626
0.525,0.70427686,0.7032169,0.7163386
0.535,0.78885365,0.79353815,0.76690996
0.705,0.87747335,0.88402706,0.8240361
0.616,0.95986,0.9717878,0.88685685
0.711,0.51656485,0.60403967,0.4249651
0.36,0.40300587,0.45762852,0.29735374
0.246,0.3269111,0.34842783,0.23213059
0.199,0.24567753,0.2616961,0.18373351
0.13,0.16192098,0.17585029,0.12985745
0.106,0.09572991,0.103410125,0.07833129
0.073,0.069115736,0.06881908,0.053895332
0.042,0.058833312,0.054113813,0.04709185
0.026,0.027532367,0.017211532,0.027811088
3.21,4.425083,4.766953,4.9317617
1.08,1.395684,2.0407174,1.4878342
0.438,0.58489853,0.7185175,0.39256087
0.183,0.38157144,0.3900532,0.24118249
0.105,0.20533021,0.2165066,0.14837684
0.066,0.07330586,0.08206862,0.062648274
0.174,0.5159015,0.4491917,0.52410173
0.365,0.6294669,0.5957596,0.651874
0.444,0.7036239,0.7025044,0.71577454
0.522,0.7875706,0.7922433,0.76597697
0.687,0.87701005,0.88355976,0.8235976
0.363,0.9592593,0.97117084,0.8863074
0.484,0.510445,0.5971758,0.41816625
0.296,0.40088925,0.45455444,0.29518262
0.222,0.3276188,0.3493214,0.23256536
0.19,0.24510978,0.26111087,0.18336515
0.131,0.1616947,0.17560741,0.12968723
0.137,0.09574026,0.10342742,0.078345664
0.074,0.06912728,0.06885534,0.053904887
0.034,0.05877971,0.05405682,0.04705262
0.028,0.028039103,0.017697314,0.028157586
2.59,6.2996645,4.2927766,3.6825323
0.867,2.5290308,1.9080981,1.2434222
0.299,0.38881415,0.64152354,0.41266575
0.114,0.071882665,0.3693205,0.2679478
0.058,0.043854427,0.20498411,0.1464634
0.03,0.034858875,0.079179704,0.053946797
0.265,0.5231803,0.40623322,0.3953137
0.364,0.7195169,0.54215354,0.49596745
0.401,0.8287838,0.64223737,0.5567301
0.494,0.86047494,0.7284569,0.6168276
0.42,0.8792815,0.82136136,0.68454146
0.479,0.90348125,0.8980301,0.7391736
0.246,0.41242346,0.56758106,0.3949572
0.163,0.22247715,0.4349541,0.29697692
0.102,0.115351036,0.33459795,0.23603489
0.076,0.08928561,0.2510998,0.17796846
0.062,0.08123234,0.17012511,0.119203016
0.06,0.07393445,0.10141131,0.07178605
0.035,0.063857935,0.06832212,0.053509552
0.027,0.055224817,0.053887937,0.047250416
0.014,0.026714357,0.01744048,0.02681118
2.01,6.389533,4.3516,3.7527814
0.754,2.5293415,1.9083014,1.2436469
0.263,0.45160478,0.6796732,0.4304866
0.084,0.07182119,0.36915162,0.26782733
0.092,0.04392121,0.20570746,0.14700085
0.026,0.03485142,0.079062946,0.053862322
0.275,0.5261565,0.40825123,0.3970078
0.306,0.7189326,0.5417376,0.4957019
0.43,0.8285745,0.64194673,0.5565464
0.47,0.8602913,0.7275643,0.61617357
0.481,0.8776047,0.81395215,0.6791834
0.483,0.90348196,0.8980334,0.7391747
0.2,0.4138948,0.56857824,0.3957923
0.131,0.22189933,0.43452337,0.29670072
0.089,0.115351744,0.33460087,0.23603578
0.065,0.08930664,0.25126156,0.17808522
0.054,0.08122574,0.17004532,0.11914478
0.055,0.073950194,0.10150609,0.07184577
0.033,0.06384765,0.06830294,0.053500727
0.029,0.05519588,0.053844202,0.0472308
0.018,0.02750198,0.018245326,0.027425267
2.39,4.010089,5.916124,5.1528726
1.13,1.4533294,2.1986454,1.9105927
0.675,0.95913565,0.8829729,0.7244815
0.335,0.69416666,0.6143328,0.5162439
0.207,0.4055159,0.3865445,0.34892732
0.184,0.15348068,0.16996749,0.16800502
0.764,0.7162153,0.7493534,0.6638835
1.07,0.81781244,0.9141964,0.80724424
1.13,0.91409403,1.0258949,0.9000477
0.961,1.0565534,1.1489477,0.9981255
1.16,1.2199047,1.295483,1.1213965
1.2,1.385216,1.4602938,1.273008
0.602,0.8234337,0.8841011,0.7802166
0.454,0.71922344,0.71684766,0.6349038
0.347,0.6214809,0.60525215,0.5423509
0.308,0.47913006,0.48510218,0.44677013
0.197,0.32149065,0.34778285,0.33087513
0.176,0.17940567,0.21049286,0.20142461
0.095,0.11885092,0.1359182,0.123187095
0.071,0.10299759,0.11005341,0.10065785
0.033,0.058276486,0.045345474,0.05234213
2.95,4.426716,6.364912,5.5374627
1.25,1.4666524,2.2280297,1.9367788
0.583,0.96128863,0.8870811,0.7280876
0.592,0.6949911,0.6149708,0.51669484
0.173,0.40641743,0.3872789,0.34949386
0.119,0.1539047,0.17036313,0.16837284
0.768,0.7135626,0.7452702,0.66034085
0.847,0.81916636,0.9162137,0.80899084
1.000001,0.91418386,1.0259823,0.9001329
1.22,1.0585762,1.1507125,0.999572
1.21,1.2197635,1.2953572,1.1212949
1.2,1.3864255,1.4616054,1.2742777
0.47800002,0.8215951,0.88132864,0.7778115
0.457,0.71828014,0.7154156,0.6336762
0.364,0.62212276,0.60582787,0.5428125
0.304,0.47913748,0.48511305,0.4467823
0.2,0.32149592,0.34779117,0.33088392
0.172,0.17948186,0.21057662,0.2015093
0.096,0.118853316,0.13592224,0.12318996
0.065,0.1029997,0.11005675,0.100660145
0.037,0.05823134,0.045290742,0.0522964
2.37,4.100597,5.984789,6.0682817
1.62,1.3336203,1.9464464,2.013488
1.18,0.90878236,0.84165424,0.6713987
0.495,0.67612,0.60899234,0.46407658
0.253,0.4121211,0.390113,0.3176883
0.211,0.16699329,0.17674759,0.15567656
0.619,0.7474094,0.78192455,0.7228514
0.88,0.850573,0.9470512,0.8958102
0.854,0.9348743,1.0422083,0.9833531
1.05,1.0692029,1.1615943,1.0710698
1.32,1.229686,1.3078557,1.1818935
1.38,1.401129,1.4762204,1.3199965
0.79,0.8193865,0.870981,0.75280195
0.581,0.7194252,0.71214235,0.5863588
0.456,0.6295542,0.6111445,0.4924024
0.358,0.49434623,0.49405724,0.40573928
0.269,0.3392978,0.3573348,0.30034497
0.229,0.19032736,0.21720837,0.17945361
0.111,0.12049286,0.13915674,0.10343484
0.058,0.102969564,0.11321334,0.08204884
0.035,0.05803375,0.049161844,0.041241713
2.12,4.383146,6.2957115,6.356294
1.77,1.3111663,1.894413,1.9545815
1.14,0.90971327,0.8433069,0.6734739
0.577,0.67746556,0.6100912,0.46479392
0.308,0.41430008,0.39194867,0.31897745
0.25,0.16777062,0.17745416,0.15627502
0.862,0.75029266,0.78617775,0.7271804
0.947,0.8464937,0.9408722,0.8893517
1.16,0.93501914,1.0423412,0.98347306
1.16,1.0698891,1.1622107,1.0715436
1.3,1.229571,1.3077506,1.1818256
1.82,1.400968,1.4760526,1.3198607
0.885,0.8242702,0.87818795,0.76013714
0.684,0.7196089,0.71233773,0.5865327
0.536,0.63070476,0.61221075,0.4932581
0.363,0.49419957,0.49396324,0.4056924
0.293,0.3404891,0.35843468,0.3012398
0.225,0.19026922,0.21716243,0.17939964
0.114,0.12057368,0.13925324,0.103512295
0.064,0.10303166,0.113285184,0.0821012
0.029,0.058177985,0.04932815,0.041358117
3.55,6.513937,7.895604,9.2677
1.65,1.8084223,2.693145,2.6741376
0.949,0.9380054,1.0185041,0.65051615
0.483,0.7086032,0.70363367,0.4502275
0.285,0.4521404,0.43997353,0.3319946
0.154,0.19709611,0.19086643,0.18468337
0.519,1.008041,0.9425994,1.1059852
0.93,1.1430134,1.1353223,1.3189828
1.12,1.2422805,1.2688533,1.4257988
1.39,1.3803838,1.4115428,1.5082998
1.48,1.5474721,1.5780092,1.6156431
1.79,1.7398621,1.7658823,1.7659204
0.887,0.93807596,1.0266833,0.8613373
0.601,0.7894076,0.8166946,0.6300117
0.438,0.69088095,0.6857169,0.5278018
0.422,0.55307543,0.5449711,0.44958144
0.278,0.3910305,0.38620463,0.35042974
0.172,0.22441365,0.22828259,0.22336794
0.085,0.13509484,0.1420051,0.12606137
0.071,0.111773826,0.113579005,0.09681803
0.077,0.0569724,0.043992553,0.052133363
3.75,6.4945817,7.8760843,9.242901
1.74,1.8055785,2.6883214,2.6681113
0.991,0.94047713,1.0239145,0.65583456
0.446,0.7103487,0.705472,0.45099083
0.28,0.45431545,0.44216248,0.33308303
0.136,0.1973163,0.19107258,0.18483697
0.697,0.9986263,0.93062073,1.0919032
0.821,1.1450328,1.1383779,1.3219821
0.739,1.2433561,1.2700288,1.4265301
1.49,1.3797085,1.4108555,1.5079111
1.44,1.5479947,1.57852,1.616017
1.69,1.7379646,1.7640326,1.76424
0.836,0.9380915,1.0266972,0.86135703
0.703,0.7913548,0.8196745,0.6329315
0.47,0.6902994,0.68507564,0.52743673
0.354,0.5541128,0.54600143,0.4501803
0.23,0.39193285,0.38707536,0.35103515
0.204,0.22441797,0.22828738,0.22337401
0.145,0.13555066,0.14250466,0.12666035
0.104,0.11177601,0.11358163,0.09681977
0.072,0.057036664,0.0440628,0.052183002
2.02,5.3280544,7.1999784,7.38837
0.877,1.4058067,2.260358,1.7853738
0.328,0.81889236,0.8766519,0.47986922
0.119,0.6125239,0.61348474,0.36074913
0.096,0.379381,0.3790996,0.2645915
0.072,0.15492482,0.15747198,0.1445983
0.664,0.8670778,0.854828,0.93810517
0.829,0.97938603,1.0337374,1.1027105
0.84,1.0622979,1.1445987,1.1718998
0.985,1.1821319,1.2668453,1.23554
0.984,1.3271273,1.412033,1.3218584
1.09,1.4846073,1.5692717,1.439392
0.407,0.7684675,0.867228,0.6431116
0.343,0.65701145,0.6900793,0.4817427
0.241,0.57331336,0.5789743,0.41418362
0.206,0.45262966,0.4563726,0.35304627
0.112,0.3116475,0.31567416,0.2725595
0.101,0.1727513,0.17615472,0.16922423
0.062,0.10794812,0.10269132,0.09103073
0.05,0.09496923,0.0798677,0.06728162
0.035,0.06435018,0.02798868,0.03087941
2.4,5.0406914,6.912693,7.04732
1.02,1.362723,2.1777503,1.6992569
0.414,0.8133647,0.86500764,0.47239998
0.246,0.6118792,0.6128288,0.36050338
0.137,0.37862408,0.37834546,0.26424757
0.116,0.15463533,0.15718998,0.14440523
0.622,0.86585504,0.853143,0.9364283
0.85,0.9801641,1.0350991,1.1037663
0.943,1.063247,1.1456306,1.1724054
0.921,1.1827155,1.2674345,1.2358422
1.39,1.3272495,1.4121563,1.3219244
2.82,1.484627,1.5692911,1.4394014
0.449,0.774031,0.8751164,0.65107536
0.307,0.65699923,0.6900665,0.48172465
0.296,0.5727745,0.57839644,0.4138882
0.16,0.4519744,0.45571634,0.35269296
0.115,0.31125945,0.31528634,0.2723081
0.085,0.17277373,0.17617676,0.16924182
0.067,0.108317025,0.10323342,0.091669165
0.053,0.09496786,0.07986574,0.06727984
0.032,0.06398239,0.02755503,0.030549219
4.61,6.6718373,4.816792,5.6186733
1.7,2.2636719,1.9052987,1.5323973
0.604,0.45085344,0.6688463,0.3773681
0.198,0.17422342,0.3925696,0.2520888
0.1,0.093875,0.2257495,0.17317131
0.067,0.045271482,0.08810668,0.085509874
0.917,1.1990967,0.88626367,1.2182213
0.978,1.5767024,1.1736653,1.4995137
1.38,1.7731221,1.3760273,1.6294676
1.37,1.8702021,1.5604776,1.7361127
1.73,1.9559299,1.7568454,1.869327
1.77,2.0450323,1.9539988,2.0355604
0.891,0.9040985,1.1667753,0.9152303
0.556,0.5202819,0.87638044,0.6302973
0.409,0.32989672,0.68103814,0.5079436
0.285,0.24517335,0.51027405,0.4154667
0.222,0.18151122,0.339013,0.30573398
0.17,0.13587491,0.18728104,0.1794659
0.115,0.11109304,0.11643525,0.10173758
0.082,0.09555349,0.091820806,0.08266401
0.034,0.04457654,0.030402003,0.047280964
3.41,6.4524617,4.6722717,5.389396
1.3,2.2981749,1.9282453,1.5588236
0.494,0.44708496,0.66599435,0.37570792
0.183,0.17403458,0.3922389,0.25194833
0.098,0.09401558,0.22608863,0.17335096
0.094,0.045302663,0.0882215,0.08560176
0.696,1.2173654,0.89948153,1.2332052
1.02,1.5809218,1.1772269,1.502307
1.39,1.7758443,1.3800664,1.6316793
1.5,1.8700379,1.5601238,1.7358956
1.5,1.9562912,1.7576979,1.8699639
1.7,2.04486,1.9536724,2.0352488
0.758,0.88260156,1.1513172,0.8976082
0.536,0.5192365,0.875512,0.6296196
0.346,0.3295054,0.68045545,0.5076437
0.272,0.24578406,0.5117683,0.41633895
0.2,0.18136318,0.33857062,0.3054182
0.218,0.1358756,0.18728346,0.17946674
0.106,0.111428425,0.11706426,0.10235919
0.068,0.095519975,0.091773994,0.08263567
0.042,0.043621913,0.029464534,0.04656905
1.96,4.702239,4.3260846,4.428973
0.827,1.5532932,1.8423342,1.142848
0.384,0.5131726,0.63311285,0.35539693
0.164,0.27806717,0.3325506,0.21924852
0.095,0.1094963,0.16183859,0.10485965
0.063,0.033762794,0.06176289,0.043348484
0.64,0.888129,0.72091633,0.9799362
0.895,1.1751171,1.0262154,1.2154772
0.973,1.3060282,1.190398,1.3037359
1.27,1.4486392,1.3553902,1.408433
0.376,1.5757202,1.5165684,1.5148787
1.39,1.6685146,1.663364,1.6129428
0.603,0.8051216,0.99717283,0.669242
0.438,0.55576533,0.7352711,0.46392798
0.208,0.26516804,0.3887125,0.26580673
0.165,0.15023501,0.24456388,0.17547704
0.152,0.081779644,0.12844706,0.10841847
0.068,0.06680929,0.0793307,0.080649644
0.05,0.062313747,0.059843138,0.06710495
0.033,0.044531155,0.015450527,0.027182043
2.29,4.3774543,4.1013613,4.05632
0.92,1.4995298,1.7902524,1.0954928
0.435,0.5073515,0.6244237,0.35211492
0.164,0.27577338,0.33032975,0.21778643
0.098,0.12163433,0.17548107,0.113732986
0.058,0.033678178,0.061619297,0.04326626
0.791,0.89878947,0.730896,0.98976314
0.963,1.1558263,1.0027418,1.2018167
1.17,1.3064979,1.1909525,1.3040504
1.28,1.4486269,1.3553636,1.4084182
1.32,1.5759519,1.5168874,1.5150889
1.41,1.66871,1.6637062,1.6131865
0.578,0.80512035,0.9971679,0.66923875
0.419,0.55089915,0.729458,0.46046653
0.269,0.40171316,0.5443004,0.36163443
0.212,0.2660483,0.38972333,0.2664557
0.14,0.1499797,0.24420132,0.17525724
0.118,0.08191117,0.12875736,0.108587354
0.062,0.066804305,0.07930855,0.080634795
0.044,0.062303465,0.059804082,0.06707539
0.038,0.044596557,0.015542379,0.027289633
3.7,4.722897,6.558468,7.052566
1.56,1.2969644,1.9915284,2.1495805
0.828,0.8309839,0.8688376,0.65408635
0.546,0.65595675,0.64687186,0.47627082
0.47800002,0.44368672,0.42436224,0.34968185
0.364,0.20966835,0.19540852,0.19125523
1.78,1.5781989,1.5787877,1.5522192
2.19,1.7885826,1.9086926,1.9172889
2.76,1.9617226,2.1255927,2.1148388
2.6,2.2298748,2.397298,2.3070042
2.96,2.5745556,2.735326,2.5636353
3.24,2.9929345,3.1325336,2.9122224
1.56,1.6336181,1.7569805,1.5598514
1.18,1.4344385,1.4388306,1.2075595
0.972,1.2791072,1.2392081,1.028611
0.807,1.0444295,1.0005051,0.87107176
0.617,0.75022787,0.7135854,0.6665741
0.451,0.42064902,0.4101584,0.40624875
0.201,0.22756068,0.2406257,0.21541324
0.157,0.18018225,0.19101961,0.15935841
0.07,0.09645068,0.081600934,0.08165923
3.15,5.0621133,6.9108496,7.3967543
1.79,1.2896421,1.9760219,2.1301425
0.85,0.8332611,0.8735077,0.6601995
0.525,0.6568996,0.64789003,0.47681844
0.343,0.4442947,0.4249871,0.3500611
0.244,0.21015105,0.19585897,0.19161853
0.842,1.570138,1.5670961,1.5394559
1.8,1.7945046,1.9176941,1.9269085
1.8,1.9608158,2.1246045,2.1141348
2.47,2.2288568,2.3962686,2.306296
2.94,2.5756798,2.7364025,2.5645242
2.97,2.9933686,3.1329398,2.912621
1.41,1.6336637,1.7570219,1.5599005
1.17,1.4355472,1.4405833,1.2094556
0.947,1.2794795,1.2395996,1.0289022
0.70600003,1.0444609,1.0005351,0.87110764
0.572,0.7505854,0.71392757,0.6668451
0.429,0.4211314,0.41058972,0.40667582
0.232,0.22756673,0.2406358,0.21541978
0.182,0.1801772,0.19101591,0.15935157
0.096,0.096081436,0.08116483,0.08134591
2.61,4.361723,6.3071327,6.4123588
1.32,1.2747782,1.9347137,1.981887
0.759,0.85386485,0.85927445,0.6687222
0.386,0.66063005,0.63989025,0.490244
0.256,0.42937648,0.41862196,0.3500378
0.201,0.19158769,0.19333142,0.18428384
1.66,1.4592023,1.5131661,1.4251215
1.82,1.6603434,1.8353102,1.7612361
2.1,1.8375841,2.048564,1.9525743
2.45,2.1131387,2.3176715,2.1524458
2.71,2.4572802,2.652565,2.4154348
2.91,2.8520455,3.0429618,2.758241
1.39,1.594243,1.7338002,1.5285226
1.01,1.4017057,1.4212891,1.2023649
0.856,1.2370027,1.2217561,1.025831
0.637,0.8902676,0.8894088,0.7892303
0.601,0.69629014,0.7050222,0.6486867
0.374,0.38071954,0.4045588,0.38980085
0.182,0.21291018,0.23631509,0.2138134
0.142,0.17379749,0.18712866,0.16472115
0.088,0.096323855,0.080068305,0.08801172
2.14,4.537109,6.497368,6.5899844
1.39,1.3004398,1.9894034,2.04379
0.895,0.85509837,0.8616112,0.67153764
0.547,0.66166896,0.6408923,0.49085256
0.313,0.43091524,0.42008984,0.35101947
0.258,0.19182236,0.19355485,0.18446785
1.49,1.4594185,1.5133721,1.425294
1.85,1.6605456,1.8355029,1.7613995
2.09,1.8373712,2.04834,1.9524204
2.64,2.1153822,2.319848,2.1541057
2.91,2.4593294,2.6545668,2.4170952
3.05,2.851458,3.0423703,2.7576907
1.31,1.5887702,1.725523,1.5200285
1.000001,1.4017355,1.4213213,1.2023998
0.637,1.2398404,1.2245883,1.0279212
0.791,0.9943962,0.9885512,0.86118716
0.704,0.69663745,0.70535654,0.64895564
0.491,0.3799937,0.4038655,0.38913485
0.209,0.21291465,0.23632312,0.21381839
0.15,0.17380114,0.18713516,0.16472474
0.095,0.09611012,0.079809934,0.08781348
4.88,6.347508,6.7460904,5.236967
1.98,2.1638713,2.920124,1.7718623
0.714,0.98009783,1.0290633,0.90192705
0.18,0.5941386,0.5784218,0.50156844
0.13,0.27285784,0.31685296,0.2051405
0.08,0.07748436,0.11679124,0.06916342
1.11,1.3650137,1.1751027,1.2461028
1.4,1.697044,1.5856549,1.5150255
1.68,1.9509165,1.8977367,1.741697
1.9,2.2481973,2.180307,2.0086377
1.64,2.557386,2.5034173,2.2540953
1.74,2.7311444,2.731123,2.3881478
0.606,1.4418759,1.6729302,1.211747
0.597,1.1185293,1.2733841,0.95153683
0.492,0.8711649,0.9711103,0.73341405
0.322,0.5918551,0.7119172,0.48746973
0.217,0.34014824,0.45972195,0.29614007
0.179,0.18398726,0.25320515,0.19559753
0.091,0.147036,0.16097829,0.15249062
0.06,0.13670634,0.12389161,0.123961985
0.039,0.09689757,0.03568109,0.04400141
5.28,6.3760343,6.7653017,5.2636023
2.18,2.152133,2.9047751,1.7633642
0.864,0.98719025,1.0420647,0.90846777
0.337,0.59535295,0.57938135,0.50280416
0.124,0.27264315,0.31666338,0.20496747
0.095,0.07706285,0.1162353,0.06893128
1.06,1.3622475,1.1720905,1.2438172
1.7,1.7000469,1.5897242,1.5175048
2.14,1.9500197,1.8968354,1.7408425
1.95,2.2453759,2.1776373,2.0062282
1.95,2.5213664,2.4618213,2.227133
1.97,2.7315617,2.7317388,2.3885148
1.000001,1.4617544,1.6946263,1.2279884
0.608,1.1185323,1.2733952,0.95154244
0.464,0.872993,0.972975,0.7350955
0.362,0.5865075,0.70696396,0.48306113
0.228,0.33981085,0.45935115,0.29591283
0.17,0.18398876,0.25321135,0.19560198
0.073,0.14706433,0.1610839,0.15256333
0.056,0.1367076,0.12389523,0.12396493
0.052,0.09751164,0.03650521,0.044845987
2.7,6.471169,7.6832256,8.371434
1.52,1.8368647,2.6849132,2.0069516
0.849,0.9058269,0.9628119,0.63011694
0.414,0.62548316,0.6242289,0.467734
0.213,0.34579942,0.36934188,0.31655696
0.141,0.11925363,0.14536273,0.15115842
1.9,1.5974457,1.4896656,1.9925461
1.64,1.9206607,1.9293467,2.3933067
2.21,2.1401281,2.209415,2.5750108
2.36,2.4234412,2.4901304,2.7685325
2.46,2.7319446,2.8040593,3.0133119
2.77,3.022034,3.1277466,3.3122933
1.25,1.5123358,1.7456553,1.4319948
0.878,1.2274841,1.352987,1.0827757
0.623,0.9888546,1.0572758,0.8980466
0.448,0.7554912,0.83202624,0.74965507
0.317,0.47058174,0.5487009,0.53887296
0.153,0.23859744,0.29160246,0.3053686
0.088,0.15794408,0.16944672,0.1649763
0.071,0.14265235,0.1300786,0.12755142
0.059,0.09672596,0.040058643,0.058117423
3.48,6.4440775,7.65968,8.336456
1.74,1.8327193,2.6787639,2.0007405
0.822,0.90609866,0.96334094,0.630373
0.403,0.6258913,0.62459725,0.46793464
0.238,0.3457286,0.36927763,0.316514
0.121,0.11912845,0.14523034,0.1510388
1.69,1.6180845,1.5147626,2.0192478
2.0,1.9268461,1.938286,2.3999393
2.27,2.1417673,2.2111406,2.5762908
2.35,2.4241042,2.4908123,2.7691708
2.79,2.7331352,2.8053172,3.014461
2.1,3.022646,3.128426,3.313006
0.862,1.520787,1.7561035,1.4428566
0.678,1.2269772,1.3521513,1.0822587
0.686,1.0191482,1.0881674,0.9170382
0.432,0.7524113,0.829104,0.74770415
0.284,0.47058442,0.5487373,0.5389443
0.178,0.23818332,0.2910852,0.30481663
0.123,0.1580015,0.16949052,0.1650103
0.083,0.14277844,0.13029975,0.12773582
0.046,0.09733351,0.040788684,0.058812447
5.06,2.9770863,4.771843,4.8045497
1.11,0.97329164,2.100004,1.5272084
0.463,0.6180737,0.7525347,0.42190534
0.152,0.45832196,0.39877337,0.24768384
0.068,0.28030956,0.2182552,0.14377414
0.05,0.11289088,0.08131098,0.056900006
1.45,1.6664951,1.5982091,1.9024144
1.68,1.9737086,2.2147672,2.4323006
2.46,2.2469087,2.6801825,2.7193582
2.43,2.6614468,3.0879033,2.9594188
2.22,3.1434484,3.4878328,3.2149403
2.04,3.65835,3.8714516,3.476123
0.989,2.131259,2.3817496,1.6537968
0.667,1.832572,1.7666388,1.1211483
0.598,1.5876336,1.3213413,0.84784615
0.384,1.2228152,0.95116276,0.6348988
0.226,0.81130844,0.60861707,0.42059326
0.22,0.41288245,0.32837367,0.23480904
0.124,0.22762112,0.20790467,0.16055124
0.073,0.18320055,0.16123624,0.14057676
0.052,0.08440941,0.049245816,0.08140852
3.71,3.0248163,4.814301,4.8640003
1.38,0.98565394,2.13084,1.5584686
0.511,0.6180737,0.7525347,0.42190534
0.168,0.45865282,0.3991566,0.24788846
0.069,0.2787883,0.21685715,0.14292876
0.048,0.11313256,0.08147815,0.057013255
1.28,1.6583003,1.5845432,1.888865
2.09,1.9690958,2.204673,2.4250462
2.5,2.2469087,2.6801822,2.7193582
2.32,2.6548505,3.0821123,2.9558296
2.21,3.1429095,3.4874096,3.2146618
2.27,3.6581318,3.871294,3.4760122
0.974,2.131259,2.3817496,1.6537968
0.7,1.8342758,1.770575,1.12398
0.621,1.5849961,1.3179536,0.8459941
0.426,1.2197636,0.9484464,0.63324857
0.329,0.8121994,0.6093059,0.4210372
0.267,0.4132424,0.32860035,0.23496205
0.155,0.22762112,0.20790467,0.16055124
0.083,0.1835129,0.16162272,0.14073637
0.07,0.08440941,0.04924582,0.08140852
2.31,5.7252135,4.317303,4.550992
0.947,1.9937035,1.7712021,1.1333125
0.5,0.40404734,0.59569335,0.33259803
0.175,0.14669532,0.33134237,0.22165409
0.085,0.061036874,0.17727399,0.12685928
0.057,0.023568092,0.064204216,0.05143501
