Epoch,Losses per epoch,Logarithmic losses per epoch
1,500.55783253548765,6.215723141601397
2,408.04434332531554,6.011375853119287
3,354.44379248875754,5.870549779067568
4,342.03923632893674,5.834925456590071
5,339.36065908737464,5.827063432962573
6,339.66270594888783,5.827953083884729
7,340.83990059758145,5.8314128673201795
8,340.29008409015984,5.829798442352256
9,339.15976280618526,5.826471273078869
10,339.1588921703016,5.826468706037915
11,338.48630146527705,5.82448362318864
12,336.709512064767,5.81922057662859
13,335.7893618359602,5.816484064081939
14,335.3379523056092,5.815138836167911
15,334.50014109193006,5.812637301367686
16,334.6703982206307,5.813146161583049
17,334.1515340420534,5.811594584825049
18,332.7329941898988,5.807340349101899
19,332.6845072222293,5.807194615129911
20,332.1283023321761,5.805521347070594
21,331.1499973703616,5.80257143699006
22,330.7150331450228,5.801257077512212
23,330.332062731413,5.800098399230907
24,329.41513644975873,5.7973187682656935
25,329.2402439552276,5.796787709068898
26,328.88020679961437,5.795693571389031
27,328.77409778549577,5.795370882054225
28,328.80871074909317,5.795476155377007
29,328.58780869246254,5.794804104161608
30,328.2273210511299,5.7937064203196735
31,328.2930890434057,5.793906773550082
32,328.0664126731967,5.793216065550493
33,327.77474222093235,5.792326610933879
34,327.71709253984767,5.792150713453006
35,326.7117131189396,5.7890781707924255
36,326.0158892534444,5.786946120220191
37,325.67355930100115,5.785895527841598
38,325.7671669061998,5.78618291425168
39,325.4536704940958,5.785220118166799
40,325.2323919778828,5.784539979041328
41,325.21305629581315,5.784480525378836
42,325.02616314205875,5.7839056810651925
43,324.65927801054,5.782776257047725
44,325.00545756307616,5.783841974690517
45,324.43740404480786,5.782092617828769
46,324.30073811920505,5.7816712893489335
47,324.28283154915084,5.781616071884613
48,323.98027840155765,5.780682644808734
49,324.3714011851254,5.781889159246277
50,324.2314884014108,5.781457731054602
51,324.09567599440174,5.781038768479982
52,324.2269452203554,5.781443718803947
53,323.91972039450445,5.7804957085304745
54,323.54293379397916,5.779331821654153
55,323.39550121989936,5.778876036161584
56,323.0492915595385,5.777804917027117
57,323.24080511001694,5.778397572112104
58,322.89023542008385,5.777312437047101
59,323.0634483902579,5.777848738576659
60,322.7055888156128,5.776740417828345
61,322.720960842991,5.776788051528536
62,321.9919837739094,5.7745266501224375
63,321.82008874841216,5.77399265880131
64,321.9081318463086,5.774266200012115
65,321.96542595174327,5.774444166958861
66,321.9837933672531,5.774501213120154
67,321.8779637087271,5.774172479014374
68,322.32085645237566,5.775547498028903
69,322.3096337373427,5.775512678965254
70,322.2404233397648,5.775297923269916
71,322.3921672016111,5.775768715056976
72,322.1576500234827,5.775041022077442
73,322.0733753906544,5.774779393469118
74,321.85363178516593,5.774096882527444
75,321.1531155942785,5.771918005024573
76,321.36219700061577,5.772568826599153
77,320.920987766887,5.771194948803213
78,321.1068909827436,5.771774061415625
79,321.43560295833976,5.77279722177427
80,321.17788447081625,5.771995126871557
81,321.2476117145689,5.772212201830258
82,321.603249491557,5.773318641394178
83,321.0118585221313,5.7714780648842074
84,321.1478274915321,5.771901538902879
85,321.65669243295423,5.773484804209666
86,321.37865628831617,5.772620042536711
87,321.488880304831,5.772962956158323
88,321.1497485205739,5.771907520644407
89,321.77323511764126,5.773847058686716
90,321.3278293371122,5.772461877176794
91,320.6623274531187,5.770388630055059
92,320.3148945021162,5.769304557257688
93,320.3373669110644,5.769374712036844
94,320.16678801591274,5.768842072559418
95,320.1450713698881,5.768774241093501
96,319.83758848197044,5.7678133309599415
97,320.534786187076,5.769990807716151
98,320.5493945096602,5.770036381520736
99,320.14660243304786,5.7687790234863465
100,320.58625698269833,5.770151372702377
101,320.02008682438566,5.76838376514994
102,320.6984428219948,5.770501251127592
103,320.7826539214366,5.770763803213235
104,320.051348005834,5.768481445439271
105,320.04858925003947,5.768472825673406
106,319.7091721016516,5.7674117453685225
107,319.1581083620455,5.765686617495725
108,318.9518281568904,5.765040082469281
109,319.4276799280918,5.766530894292992
110,318.7280567976834,5.764338252683924
111,319.0380633406615,5.7653104164838025
112,318.61069872179115,5.763969977332073
113,319.3037336707913,5.766142792952688
114,318.94104975919123,5.765006288714646
115,319.27931346990846,5.7660663104935805
116,319.21611334504547,5.765868344705839
117,319.35160621294443,5.766292709626841
118,319.22038823824073,5.765881736462685
119,319.39023200096557,5.766413652974395
120,319.7117211056535,5.767419718220298
121,318.9525614454819,5.765042381524135
122,319.9100794679743,5.768039954642827
123,319.2027992544792,5.765826635131434
124,319.2380405241999,5.7659370330494895
125,319.7959773859369,5.7676832217902145
126,320.3125312863039,5.769297179441137
127,320.11098293821817,5.768667757346967
128,319.9720979560738,5.768233798104895
129,318.90914762415883,5.76490625853455
130,319.68027294571357,5.767321349268988
131,319.4656157503037,5.76664964909137
132,318.6911429383439,5.764222429817603
133,319.5329481152253,5.766860392491991
134,319.4496768016854,5.76659975531419
135,319.6549297996355,5.767242069586022
136,318.9527760102586,5.765043054240803
137,318.35213504572346,5.763158113039331
138,319.3961593515629,5.766432211136177
139,319.1814366329946,5.765759707972862
140,318.2645375320108,5.762882915992069
141,317.5108609685737,5.760512025522709
142,318.45280207877124,5.763474275895545
143,318.89796049942635,5.764871178572
144,317.75290427341497,5.76127405014869
145,318.2383750382966,5.762800709003814
146,318.3971979509334,5.763299653526144
147,318.2751261040808,5.7629161851587085
148,317.90079852764495,5.761739379796726
149,317.8705732401757,5.76164429754284
150,318.35205743462103,5.76315786924919
151,318.7112987726113,5.764285673485826
152,318.5985074030477,5.763931712603228
153,318.7788063882237,5.764497465371907
154,318.5110288295164,5.763657101820918
155,318.67367131513305,5.764167605256144
156,319.5093849237198,5.766786647169349
157,318.85036759184766,5.764721925628258
158,319.09930316530307,5.765502349531588
159,319.08352449348456,5.765452900780735
160,318.99413034067794,5.765172702429597
161,318.39227018662746,5.763284176623486
162,318.06640996607723,5.762260197348209
163,318.5049910215634,5.763638145286812
164,319.16184822762796,5.765698335335795
165,319.1750533719078,5.765739708924722
166,319.1094127554219,5.765534030672467
167,319.85057815002824,5.767853943460648
168,319.01777376444005,5.765246818362609
169,319.31273807462685,5.76617099267579
170,319.53936945813695,5.766880488317566
171,318.85403820105984,5.764733437573852
172,318.98410590916205,5.765141276807382
173,318.4527026647137,5.763473963717186
174,318.64013539687346,5.764062363794443
175,317.69751631900874,5.761099723552148
176,317.8170125856568,5.761475785034998
177,317.80951472129607,5.761452192991435
178,318.54902225181166,5.76377637918661
179,318.3722850334112,5.763221405688581
180,318.6963918937564,5.764238900034311
181,318.4823366056083,5.763567015407198
182,318.4128003498586,5.763348655265973
183,318.28936142501675,5.762960910622404
184,318.0757509876807,5.762289565065608
185,318.1250070411837,5.7624444094381735
186,318.53554587061353,5.763734072774324
187,317.982872595131,5.761997521565949
188,318.9034334767547,5.764888340583185
189,318.1181432795198,5.762422833530722
190,318.20806654983454,5.762705466147528
191,318.2988232190379,5.762990637199962
192,317.73808678072766,5.761227416937838
193,318.0173989960042,5.762106095107343
194,318.54443371578424,5.763761974593423
195,318.04328912192574,5.762187502829654
196,318.3888078097486,5.763273302001113
197,317.383850032922,5.760111924733884
198,318.1020418330671,5.762372217574696
199,317.78696879245445,5.7613812488328815
200,317.8504815839466,5.76158108851088
201,318.30450106084464,5.763008475126942
202,318.60524517824865,5.763952860548995
203,318.40335809522867,5.763319000696108
204,318.18285501173665,5.76262623328214
205,318.4513349965289,5.763469668978564
206,318.46845279781814,5.763523420806099
207,318.3267053628553,5.763078230746195
208,318.43745755293924,5.7634260901191015
209,318.45654417500987,5.763486026692611
210,318.37704692773616,5.763236362576907
211,318.84683104159944,5.764710833999643
212,318.44236880624356,5.763441512976291
213,318.8373226924092,5.764681012499029
214,317.9948805954936,5.762035283894281
215,317.54663861672276,5.760624700826002
216,318.0392289273196,5.76217473657845
217,318.3623926068913,5.763190333322435
218,317.3931753566517,5.760141306149271
219,317.10224239855273,5.759224253100984
220,317.992534083534,5.762027904779835
221,317.31992514349594,5.759910492531517
222,317.27503169780374,5.759769005602625
223,318.064485706804,5.762254147463551
224,317.548595057444,5.760630861920015
225,317.60344305065297,5.760803570153807
226,317.2320347249104,5.759633476858394
227,316.95367021173024,5.758755612444579
228,317.5025896923462,5.760485974810809
229,316.82594032744555,5.758352538934829
230,317.6716842001243,5.761018409825018
231,317.8939091582785,5.761717708117854
232,317.71861413967304,5.761166129863416
233,317.7009360426384,5.761110487580977
234,318.00434180289153,5.762065036155182
235,317.28720328126786,5.759807367745201
236,317.9421882040258,5.761869568152351
237,318.41611372426365,5.76335906112014
238,318.38082878190755,5.763248241045367
239,318.3358679431016,5.76310701390585
240,317.32205973820186,5.759917219457113
241,317.1978401188536,5.7595256805283475
242,316.8320364638946,5.75837178002915
243,316.0164081414685,5.7557941367372
244,316.8880447820003,5.7585485404630035
245,317.24218318333794,5.759665466994925
246,316.71126047749436,5.757990508572419
247,317.062430798586,5.759098697068926
248,317.5037917796078,5.760489760874372
249,317.47931794770625,5.760412675888839
250,317.74444894659837,5.761247440040011
251,317.48821586739365,5.760440702265666
252,316.80019558448765,5.758271277315357
253,316.77322256404153,5.758186131633137
254,316.405142707718,5.757023489578468
255,317.12163717093097,5.759285413751061
256,316.73640071194967,5.758069884457781
257,317.28747536257004,5.759808225268551
258,317.5188136485391,5.760537072163153
259,316.31820338332534,5.756748679662011
260,316.9414396414484,5.758717023819764
261,316.88667036034303,5.758544203206801
262,316.57767639490646,5.757568634521599
263,316.6783905300075,5.757886717967492
264,316.6372382070456,5.757756759630282
265,316.4541852494253,5.757178476760101
266,316.333900401459,5.7567983025686384
267,317.083465693143,5.759165037936796
268,317.5785517564545,5.7607251948395986
269,317.7369270112631,5.761223766851086
270,317.48129713622296,5.760418909940116
271,316.64236043501757,5.757772936459547
272,316.57182447155105,5.757550149398108
273,316.976817365202,5.758828639862997
274,317.15617819089766,5.75939432823353
275,317.3777275314654,5.760092634021676
276,317.2500910131759,5.759690393476019
277,316.61181447933245,5.7576764634889175
278,317.14630689699106,5.759363203354976
279,317.11587011417845,5.7592672279557195
280,316.9032513975913,5.758596526655574
281,316.22370294908814,5.756449883854194
282,317.32350491212736,5.759921773728051
283,316.97737542535947,5.758830400432338
284,316.9507128353914,5.758746281774472
285,316.2896707672132,5.7566584733357935
286,316.0753618141015,5.755980671906952
287,315.7453184590242,5.754935934387585
288,315.90810117733054,5.755451352231768
289,315.7423233632014,5.754926448546139
290,315.5864802651032,5.754432749857379
291,315.88686654268344,5.75538413221344
292,316.29631918444227,5.756679493141275
293,316.4345399152349,5.757116395280639
294,315.8051944576329,5.755125550253817
295,316.5090621177976,5.757351873458056
296,316.6947407980292,5.757938347148512
297,317.0667942853742,5.759112459206408
298,315.9843509613204,5.755692690086342
299,316.5661916119841,5.757532355933101
300,315.64356530990676,5.754613619083613
301,315.97670447447854,5.755668490851985
302,316.89925735141765,5.758583923214854
303,316.04255628327087,5.7558768763019845
304,315.2905801577848,5.753494690296874
305,314.8344174309894,5.7520468416692925
306,315.5819142745952,5.754418281482386
307,315.77956531090234,5.755044392036022
308,316.1142006494572,5.756103542759971
309,315.6965707977126,5.754781533286747
310,316.26959605300135,5.7565950019260095
311,316.376610264013,5.7569333085844985
