k10 [1/s],k12 [1/s],k21 [1/s],k13 [1/s],k31 [1/s],V1 [litres]
0.0054434855,0.0028772913,0.0025800795,0.0010525645,4.483801e-5,4.57953
0.0054434855,0.0028772913,0.0025800795,0.0010525645,4.483801e-5,4.57953
0.0077985,0.003415963,0.0025760578,0.0010407887,6.0324623e-5,3.4546568
0.0077985,0.003415963,0.0025760578,0.0010407887,6.0324623e-5,3.4546568
0.0062293033,0.0048158905,0.0019201804,0.0008612809,5.733989e-5,6.8428445
0.0062293033,0.0048158905,0.0019201804,0.0008612809,5.733989e-5,6.8428445
0.0050552785,0.005720136,0.002264927,0.0012212439,6.243258e-5,6.5715504
0.0050552785,0.005720136,0.002264927,0.0012212439,6.243258e-5,6.5715504
0.0062741023,0.003969055,0.0024687827,0.00068884745,4.2916086e-5,4.164919
0.0062741023,0.003969055,0.0024687827,0.00068884745,4.2916086e-5,4.164919
0.0067082173,0.00492546,0.0021620805,0.0007775847,5.5692315e-5,5.8629193
0.0067082173,0.00492546,0.0021620805,0.0007775847,5.5692315e-5,5.8629193
0.0077835135,0.0036623331,0.0024344327,0.0013669044,6.953687e-5,3.0889287
0.0077835135,0.0036623331,0.0024344327,0.0013669044,6.953687e-5,3.0889287
0.006927025,0.003450087,0.0029533366,0.0019482746,7.943384e-5,2.3468597
0.006927025,0.003450087,0.0029533366,0.0019482746,7.943384e-5,2.3468597
0.0072842133,0.005733602,0.0022675348,0.0007862067,5.2152256e-5,4.507998
0.0067939744,0.009207816,0.0013672952,0.0012903464,2.6761867e-5,9.305188
0.005065412,0.006306921,0.0021553177,0.0010678687,5.5065208e-5,6.6211195
0.0070005124,0.0049143783,0.0019675095,0.0006484589,4.8078193e-5,4.762591
0.007264241,0.0044691935,0.0019245502,0.0007218213,5.8022237e-5,3.5759907
0.005400444,0.0044831415,0.0024345722,0.00073691754,4.830459e-5,5.845712
0.0041479617,0.0069250627,0.0019575069,0.0013147002,5.6081197e-5,7.1590433
0.0062299087,0.007720506,0.002227132,0.0010925555,4.8349884e-5,6.6406717
0.0040090256,0.0018079029,0.0018069166,0.00055515335,8.193741e-5,4.24836
0.0039180643,0.0030454875,0.0016041942,0.00068398437,7.990467e-5,4.0273743
0.004091125,0.0054668067,0.0020193094,0.0013906927,7.25627e-5,4.804824
0.0034374637,0.0035228236,0.0012394552,0.00042908327,7.551609e-5,6.9586573
0.004321004,0.004495608,0.0020516808,0.0012395006,7.964624e-5,4.457479
0.0041029193,0.003699269,0.0018088123,0.000665861,7.035053e-5,5.3070807
0.0039815754,0.005205063,0.0020163958,0.0014253415,7.9283636e-5,4.486393
0.0041992264,0.0047676335,0.002018415,0.0013646374,7.90234e-5,4.5201
0.0037993914,0.0017808995,0.0016815086,0.00050723425,8.288814e-5,4.504163
0.0036941771,0.0029537866,0.0010477228,0.0004372014,7.2945644e-5,7.220442
0.0048385137,0.0028130386,0.0016028044,0.0006662641,7.666537e-5,4.521199
0.003941725,0.0035468917,0.0017131094,0.0006522384,7.228705e-5,5.750779
0.0050799088,0.0035684102,0.0016271232,0.0007841321,6.8514695e-5,4.930533
0.0029812146,0.003317784,0.0011886993,0.00046995716,7.614156e-5,7.2789226
0.004038783,0.0036503396,0.0017689876,0.000674974,7.139393e-5,5.495086
0.004319377,0.0034653116,0.0010005253,0.0005876123,7.089312e-5,7.0671816
0.0033977665,0.003274254,0.0012084562,0.00080149056,7.944407e-5,5.9133806
0.001819646,0.0029588516,0.00063592056,0.00057323044,7.925742e-5,8.609776
0.002515677,0.0032608202,0.00093166274,0.0005485375,7.381708e-5,8.551543
0.00457946,0.003564164,0.0019263362,0.001025532,7.774956e-5,4.4835587
0.004273138,0.00452506,0.0019444876,0.0013131207,7.749706e-5,4.6204805
0.003934549,0.0039492734,0.0019871588,0.0010744525,6.437014e-5,6.491017
0.004265681,0.004476598,0.0019387071,0.0011459894,7.805556e-5,4.5353494
0.00437037,0.0043632537,0.0020305326,0.0011401824,7.937427e-5,4.433433
0.0030736185,0.0034380113,0.0009937446,0.00049887213,7.648898e-5,7.277473
0.004382251,0.0036066275,0.0017553167,0.00084665464,7.667786e-5,4.6453686
0.004022218,0.005282904,0.0020756798,0.0016337802,8.021526e-5,4.4303184
0.004518926,0.004690233,0.0020978253,0.0009885726,6.731943e-5,4.836084
0.003505638,0.0034235357,0.0012716565,0.00063974987,7.52616e-5,6.3379555
0.003295047,0.001648268,0.0014803321,0.00042483493,8.389611e-5,4.898557
0.0068821595,0.0065670544,0.0025010288,0.0014079703,7.470603e-5,4.27816
0.0061589982,0.006645918,0.0024902418,0.0012825773,6.7906745e-5,4.7167077
0.00556138,0.0051709376,0.002116338,0.0009474008,5.579918e-5,6.6773114
0.0065021487,0.006457927,0.002262218,0.0011189439,6.501377e-5,5.110166
0.0056381375,0.0064355596,0.0022903152,0.0013090163,6.676655e-5,5.702941
0.005073454,0.005104953,0.0020296273,0.0010789861,6.0303788e-5,7.270379
0.0054941955,0.006411433,0.0022804958,0.0013315296,6.6959525e-5,5.752833
0.005827244,0.0063951444,0.002291956,0.0012982709,6.6162065e-5,5.7861023
0.006469568,0.0068397284,0.0025367434,0.0017075668,7.8976685e-5,4.559651
0.0056987493,0.0069034644,0.0024411844,0.0015864364,7.4088945e-5,5.14983
0.0029451477,0.0057882806,0.00188042,0.0023395608,8.146567e-5,2.6982322
0.003331326,0.005456829,0.0014114081,0.0022387188,6.66142e-5,2.372236
0.0029989518,0.0055906605,0.0018765341,0.0022294568,8.141778e-5,2.6965597
0.0031724465,0.005706236,0.0018559403,0.0021326153,8.0728525e-5,2.7286143
0.0028560453,0.0054325494,0.0015884007,0.0020479448,6.859655e-5,2.7714546
0.002382861,0.0050242348,0.0017394971,0.0019537057,6.990542e-5,3.036593
0.0032723804,0.0054745954,0.001364796,0.0023596385,6.730631e-5,2.341429
0.0024192058,0.005558815,0.0017671853,0.0020027943,6.923047e-5,3.1504264
0.0032468187,0.0056257523,0.0014258034,0.0021771071,6.6072615e-5,2.6843047
0.0023995694,0.005659824,0.0017731297,0.0020345517,6.905047e-5,3.201725
0.0030477985,0.005565625,0.0015135542,0.002175587,6.786746e-5,2.6251493
0.0031758805,0.0060412707,0.0019737543,0.0021160054,7.9421785e-5,3.0481768
0.0027601477,0.005287781,0.0016831977,0.0018898782,6.8934096e-5,2.888369
0.0025094037,0.0053440887,0.0017026127,0.001988917,6.9356654e-5,3.0236413
0.0022492227,0.0048682555,0.0013354392,0.0014542182,5.7587247e-5,6.969229
0.003259165,0.006006954,0.0019993111,0.0020832194,7.924766e-5,3.0785704
0.002601524,0.0054427446,0.0012988339,0.0017114169,5.9249607e-5,5.273115
0.0025340791,0.0053451317,0.0014132025,0.0016980153,6.0401704e-5,5.459824
0.002759392,0.005866274,0.0017196443,0.0019941854,6.8191e-5,3.0535054
0.0034267176,0.006202261,0.002045634,0.0020061827,7.774846e-5,3.2493527
0.0032252478,0.006456296,0.001606306,0.0018177953,6.146126e-5,6.1780343
0.003391627,0.005559725,0.0016417869,0.0014269412,6.002352e-5,6.4639077
0.0020738933,0.0063837804,0.0019348738,0.0022806686,6.835137e-5,3.6283648
0.0026238929,0.0058033466,0.0015915032,0.0016425753,6.150877e-5,5.0841546
0.0023728183,0.0053235013,0.0015311739,0.0014690519,6.074605e-5,6.234857
0.002251091,0.0052440437,0.0016416135,0.0013699649,6.075778e-5,7.129099
0.0035034027,0.0053304774,0.0018718115,0.0013270798,6.427817e-5,6.4282784
0.0036608519,0.005931033,0.0016055398,0.0016759293,6.007141e-5,5.8386545
0.0027304632,0.0059780865,0.0017156672,0.0019378018,6.7837034e-5,3.2946491
0.0028104426,0.0056615802,0.0015978467,0.0021162995,6.818855e-5,2.8779624
0.003128467,0.005995628,0.0019381049,0.0021123688,8.033101e-5,2.930985
0.0025899995,0.0056285597,0.0017640924,0.0019365472,6.868889e-5,3.0696287
0.0025461088,0.006258641,0.0017480892,0.0018270357,6.680467e-5,3.9892886
0.0025814557,0.0050353385,0.0016321898,0.001970946,6.959065e-5,2.857598
0.002457822,0.0049950546,0.0016914544,0.0019252436,6.9815505e-5,2.9690752
0.0028708184,0.0057215374,0.0016062192,0.002022596,6.681305e-5,3.1725178
0.002759392,0.005866274,0.0017196443,0.0019941854,6.8191e-5,3.0535054
0.0024893617,0.005046115,0.0017148585,0.0019100668,6.975705e-5,2.9876316
0.0025425646,0.004920272,0.0015739519,0.0020404856,6.999004e-5,2.7741053
0.0025678775,0.004909096,0.0014885511,0.002120444,7.070182e-5,2.616732
0.0025563454,0.0047847256,0.0015019034,0.0020303186,7.18786e-5,2.590684
0.002583301,0.0049213916,0.001482774,0.002118056,7.077278e-5,2.598321
0.001965477,0.005455309,0.0019165707,0.0021512972,6.519069e-5,3.8658493
0.002543446,0.0048578437,0.001482827,0.002086468,7.16449e-5,2.5777104
0.0026722087,0.0055663073,0.0014549724,0.0017724609,6.0639253e-5,4.9603434
0.0025145765,0.0045997063,0.0016239301,0.0018927396,7.052453e-5,2.8133543
0.0026234535,0.0057181222,0.0017531702,0.0019525248,6.860495e-5,3.0684083
0.0025417383,0.0051802713,0.0016986297,0.0019262247,6.93903e-5,2.9687562
0.0027618005,0.0055182083,0.0015356665,0.0021928824,6.903624e-5,2.755844
0.0025935909,0.004976601,0.0015515772,0.0020694416,6.98739e-5,2.7363029
0.0025352703,0.004616409,0.0015962133,0.0019079675,7.09956e-5,2.7523286
0.002551034,0.004910495,0.0016510482,0.0019229238,6.982902e-5,2.878231
0.0027615563,0.0059164753,0.0016943356,0.0019428338,6.751965e-5,3.3007388
0.0024839393,0.0051974477,0.0016906463,0.001977289,6.957375e-5,2.9992135
0.0025965534,0.005768556,0.0017923142,0.001973804,6.8353234e-5,3.0781517
0.0025834735,0.0057564974,0.0015881776,0.001588504,6.1042396e-5,5.39453
0.0025115982,0.005074966,0.0016933604,0.001919039,6.9612914e-5,2.9605918
0.002498999,0.004768891,0.0015684601,0.0020195562,7.024954e-5,2.7543387
0.0025565673,0.0049958397,0.0015836523,0.00204376,6.98604e-5,2.7960172
0.0025309043,0.0052346783,0.0016999646,0.0019470145,6.9379144e-5,2.9870093
0.0027886794,0.0056509627,0.0016133614,0.0021009804,6.860712e-5,2.8716567
0.0025103719,0.004845182,0.0015909872,0.002004943,7.0082846e-5,2.7941847
0.00400163,0.003686259,0.001963811,0.0010019144,6.2314284e-5,6.7397003
0.003706909,0.0037189268,0.001986671,0.0009298557,6.0841772e-5,6.9778895
0.0036980775,0.0037387472,0.0019884754,0.00092426874,6.0805174e-5,6.9843845
0.0024006302,0.006694626,0.0008784081,0.0034438588,6.615109e-5,1.7050344
0.0023698427,0.0062542334,0.00095852074,0.0025503451,5.4169777e-5,1.6895258
0.001925741,0.006405079,0.00081691303,0.0034243795,6.7701934e-5,1.7242746
0.0027629475,0.007265589,0.00096606126,0.003159187,6.395399e-5,2.3443668
0.0028616341,0.0072629857,0.0009775601,0.0032512362,6.429494e-5,1.8853761
0.0022283045,0.0067213303,0.0008814647,0.0033592125,6.7243695e-5,1.9561566
0.002918374,0.0073562055,0.0009835534,0.0031609267,6.264144e-5,2.2804015
0.0034333433,0.007265598,0.0010826834,0.0028418787,5.546139e-5,1.6220593
0.002941425,0.00664991,0.000997557,0.002693581,5.5006956e-5,1.6618909
0.002369917,0.0067211147,0.00088219775,0.0034114365,6.6367065e-5,1.7981888
0.0025345457,0.006366829,0.0009643463,0.0025946195,5.41759e-5,1.6708298
0.0030056587,0.0067022983,0.0010079383,0.002705664,5.519465e-5,1.6704108
0.0029145877,0.0072725583,0.0009731197,0.0032690836,6.380319e-5,1.8762105
0.0034380616,0.0070151864,0.0011361671,0.0026536305,5.1200266e-5,1.8966681
0.002403928,0.00696704,0.0009357885,0.003226284,6.654112e-5,2.2751517
0.0033808122,0.0069258986,0.0011803661,0.0025361592,4.9595274e-5,2.2938895
0.0031023906,0.007408773,0.0010085544,0.0031781679,6.0723927e-5,2.2122958
0.0030424355,0.0071597593,0.0009364935,0.003400321,6.33102e-5,1.4023188
0.0026868896,0.006972643,0.0009191118,0.0033929262,6.465912e-5,1.6718096
0.0038468621,0.007834006,0.0011460765,0.002994132,5.590955e-5,1.5254399
0.0029272444,0.006404896,0.0010763372,0.002483904,5.0162304e-5,1.9536998
0.0034655998,0.006998783,0.0011500686,0.002627601,5.0878683e-5,1.9463528
0.0022364126,0.006721601,0.00087552314,0.0032818334,6.619525e-5,2.198898
0.002860686,0.0065356065,0.0009961523,0.0026347628,5.360906e-5,1.7020298
0.0034134134,0.006939038,0.0011356433,0.0026282785,5.128511e-5,1.9128737
0.0028016567,0.0063650617,0.0010471325,0.002488162,5.076619e-5,1.908633
0.002629632,0.0070443205,0.0009361821,0.003268489,6.510634e-5,2.2105467
0.0033860358,0.007136986,0.0010894899,0.0027740684,5.4140324e-5,1.70787
0.0031322017,0.006567234,0.0011237151,0.0024756484,4.9861083e-5,2.1660933
0.0022683707,0.006228811,0.0009257154,0.0025880614,5.555404e-5,1.5220642
0.0025142487,0.006796929,0.00089297997,0.003432213,6.5539665e-5,1.6635561
0.0030803035,0.006639334,0.0010514911,0.002609034,5.255803e-5,1.8127384
0.0029061968,0.0065322444,0.0010181083,0.0025970945,5.2133506e-5,1.7766751
0.0017609398,0.0057415524,0.00095775415,0.0024541882,5.2338022e-5,1.7381042
0.003458709,0.0070442148,0.0011643359,0.0026001795,4.9804978e-5,2.1055553
0.003231672,0.0069437777,0.0010600925,0.0027361498,5.4410357e-5,1.7189428
0.0030845657,0.006822904,0.0010162239,0.0027565379,5.621591e-5,1.6414113
0.0029055742,0.0066045737,0.0009930503,0.0026804663,5.4937045e-5,1.6615912
0.0026470893,0.007164109,0.0009547848,0.0031792526,6.485649e-5,2.366054
0.0028585948,0.007307156,0.00096179557,0.003216233,6.358985e-5,2.188217
0.0025538276,0.0070045856,0.0009348744,0.003267303,6.57112e-5,2.160621
0.0053850547,0.007906767,0.0019795941,0.0013454079,3.903226e-5,9.047038
0.0050068125,0.0068584816,0.0022025055,0.0010961379,5.42414e-5,6.401168
0.007447871,0.005354989,0.0025773924,0.00097008346,5.7807563e-5,4.0134497
0.0071056713,0.0051634507,0.0023367745,0.0007619759,5.40029e-5,5.25627
0.006268492,0.0065244315,0.0023515453,0.0009343051,5.3662785e-5,5.6573696
0.00649532,0.007648227,0.002491431,0.0015823102,4.9228594e-5,4.217306
0.005417943,0.006577099,0.0022545445,0.0010097455,5.354933e-5,6.0594654
0.005677381,0.005942425,0.0018965373,0.00074883236,3.6522266e-5,8.817498
0.0054461784,0.00654235,0.0019601854,0.0009818617,4.0563446e-5,8.905488
0.0046912315,0.0070404517,0.0021594055,0.0012627178,5.2705487e-5,6.4885125
0.006763765,0.007899282,0.0019113971,0.0010830193,4.1722167e-5,7.8526645
0.0073016114,0.0058102906,0.0024432393,0.0009311391,5.461477e-5,3.6330507
0.0051991967,0.0084460825,0.0021682729,0.0014534204,4.7912916e-5,6.6425667
0.00731851,0.0060932348,0.0027107326,0.001358357,6.178861e-5,3.1911616
0.0043393294,0.004333562,0.0024117762,0.0007630393,4.8884525e-5,7.085178
0.0052057523,0.0057980623,0.0023128218,0.0010284248,5.4089942e-5,6.1599674
0.0041383486,0.004426801,0.0024225558,0.0007759931,4.9465827e-5,7.323766
0.0044510243,0.006130886,0.0021622365,0.0009926566,4.460615e-5,8.644788
0.0052471235,0.005443693,0.0021959147,0.0008028574,4.1286432e-5,8.305994
0.0037591038,0.004797041,0.0020026152,0.0010359065,5.658572e-5,7.008058
0.003125396,0.006042094,0.0021890493,0.0012089674,6.241793e-5,6.9610357
0.007285627,0.006293262,0.0026598985,0.0017478543,7.6915436e-5,3.1963198
0.0051925895,0.0048051,0.002538969,0.00094826793,5.0559687e-5,4.852678
0.005714297,0.0041156933,0.0024753073,0.00078803924,4.663471e-5,4.6661425
0.00729109,0.005308351,0.00236483,0.0009315591,5.9468515e-5,4.136607
0.003919815,0.0052102352,0.0022244141,0.0010261419,5.704368e-5,6.989711
0.0050318474,0.0040279715,0.0021861554,0.00059666083,4.5523637e-5,6.675164
0.0054137227,0.0068602725,0.0023994972,0.001465686,6.8539804e-5,5.3558598
0.0039979117,0.00461258,0.0022526036,0.0009366693,5.394352e-5,7.108272
0.004001648,0.0047109695,0.0023252156,0.0009366101,5.3582102e-5,6.8312435
0.002125578,0.0060207723,0.0018438812,0.0014007759,6.125167e-5,6.089623
0.0035857246,0.004933321,0.002222594,0.001027898,5.7143905e-5,7.2319016
0.005657004,0.0061944537,0.0023331905,0.0012231155,6.363116e-5,5.8484097
0.0065270513,0.0065871,0.0023027158,0.0011930472,6.612399e-5,5.030773
0.005666698,0.006447481,0.0019990613,0.0010203978,4.631366e-5,8.385092
0.004807929,0.0059420587,0.0021863228,0.0013584269,6.6313856e-5,6.3344507
0.004666673,0.0042246226,0.0020713678,0.0008451842,5.1592036e-5,7.2914314
0.0041277045,0.0055246297,0.002501481,0.0014322831,5.679403e-5,5.115762
0.0061662965,0.004051376,0.0022485366,0.0005462781,4.2236e-5,5.10173
0.0069906088,0.006243984,0.0023281304,0.001060368,6.28631e-5,4.481455
0.007323927,0.0065378374,0.0027303917,0.001912126,7.9051184e-5,3.1401367
0.007370228,0.004189753,0.002261812,0.00067923253,5.154869e-5,4.3357425
0.0071754134,0.0057181576,0.0024188142,0.00094969594,5.9445894e-5,4.2968597
0.0067974324,0.0067254575,0.002586058,0.0014783888,7.5406424e-5,4.0546827
0.004313648,0.005561694,0.002344897,0.0009832962,5.556019e-5,6.30863
0.006964337,0.006429093,0.0023479403,0.001124564,6.4204934e-5,4.5131307
0.006981757,0.0067125126,0.0026018126,0.0017246691,7.8510384e-5,3.9022465
0.0059463354,0.00469129,0.0024796347,0.0007714701,4.677513e-5,4.3699007
0.00644778,0.004098508,0.0023059582,0.00054806337,4.1505282e-5,4.5417743
0.006967806,0.006449248,0.00277341,0.002263498,8.335514e-5,3.336159
0.003912162,0.0049428116,0.002556359,0.0015573472,5.534474e-5,5.2395563
0.007678999,0.0037077873,0.0027550957,0.0015264159,7.1330556e-5,3.1900299
0.005671192,0.0040748576,0.0024408647,0.0007675792,4.998769e-5,4.5850554
0.0077320873,0.0035505432,0.0024583382,0.0015141863,7.325649e-5,3.0383167
0.0051819077,0.003577029,0.0026470663,0.0011817749,4.626692e-5,4.745454
0.00550279,0.0040222285,0.002447011,0.00079597824,5.1043895e-5,4.6812344
0.0054949853,0.0029344126,0.0026180707,0.0009680566,4.3645032e-5,4.532585
0.00518085,0.0035595845,0.0026440222,0.00113358,4.6026125e-5,4.742206
0.004912069,0.0048172516,0.0025701306,0.0011510035,5.2396616e-5,5.0377645
0.005238703,0.0034858396,0.0026374501,0.0010424147,4.518411e-5,4.697528
0.00553423,0.0036703916,0.0026135605,0.0010213337,4.4816312e-5,4.516574
0.005363837,0.0039927834,0.0025546334,0.0008911466,4.854038e-5,4.786127
0.0063652513,0.0040442105,0.0024337256,0.00065311044,4.319049e-5,4.163203
0.007403892,0.0047023706,0.0027234617,0.001340096,6.9122696e-5,3.0520525
0.0059340913,0.0039281766,0.0024980223,0.0007613536,4.455718e-5,4.420653
0.006106635,0.0038987102,0.002442607,0.0006980807,4.464428e-5,4.326824
0.004692915,0.003863105,0.0026723035,0.0013421776,4.9530274e-5,5.0923185
0.0054843863,0.0033059896,0.0026143144,0.00091942126,4.361188e-5,4.547458
0.005137008,0.0031567763,0.0025916607,0.0010927332,4.6108325e-5,4.780649
0.004315705,0.0035758908,0.0017219632,0.000810241,7.683093e-5,4.686243
0.003506482,0.0033439088,0.0012453379,0.00043421017,7.532318e-5,6.5915856
0.0027577868,0.003353907,0.0010912805,0.00041506308,7.6407276e-5,7.7952275
0.00283496,0.0013558388,0.0015738676,0.00038233565,8.34388e-5,4.81204
0.0019484911,0.0009101587,0.0015859988,0.00030165716,8.316429e-5,4.973126
0.0023665451,0.0015741023,0.000435739,0.00029517262,8.156077e-5,8.789047
0.003875756,0.0023799248,0.0012166146,0.00045877794,8.5130254e-5,5.40178
0.0031301707,0.0014059984,0.0017071384,0.0004346407,8.3289655e-5,4.464891
0.0018064972,0.00088238344,0.0012130915,0.0002676096,8.215678e-5,6.915343
0.004870768,0.0042578895,0.0019465783,0.0010364794,6.60335e-5,5.59197
0.0036107455,0.0019845807,0.0013532788,0.00044893374,8.498052e-5,4.93668
0.00430788,0.0030729163,0.0019686949,0.0010322909,7.82533e-5,4.321216
0.004423477,0.0035635973,0.0017940032,0.00085331406,7.7670295e-5,4.509642
0.0037821403,0.0024970928,0.002184484,0.0010973617,7.667894e-5,4.7410274
0.0044329218,0.004247522,0.0018984019,0.00094890484,7.233031e-5,4.7708406
0.0021359334,0.0011478226,0.0007897297,0.00028788496,8.282803e-5,7.8127775
0.0038399815,0.0033914177,0.0014361757,0.0005308311,7.635834e-5,5.6850467
0.003894118,0.0032687706,0.000773143,0.0004684386,7.619708e-5,7.5359025
0.0044116452,0.0041576694,0.0019069307,0.0009022865,7.137632e-5,4.8279204
0.003990113,0.0033587434,0.0009219958,0.0005250268,7.350714e-5,7.135924
0.003467734,0.0034841415,0.001305603,0.00046851122,7.518197e-5,6.7636843
0.0030098683,0.0019177687,0.0008554283,0.00035502476,8.340651e-5,7.2605896
0.0040411446,0.0035517393,0.0017354732,0.00070610514,6.87753e-5,6.335162
0.003716746,0.0019420306,0.0014369396,0.0004746113,8.4841144e-5,4.709644
0.0036463214,0.0035253456,0.0006207194,0.00054860103,7.3592426e-5,8.385723
0.0036831393,0.0034060867,0.0013762424,0.00075120904,6.857246e-5,7.710708
0.0040969127,0.0036086673,0.0016393425,0.00068908837,7.4074385e-5,5.401841
0.0031787176,0.0035344425,0.0010626869,0.00040317498,7.639879e-5,7.444429
0.0038198633,0.0036097935,0.0017247794,0.0006523065,7.12994e-5,6.090179
0.004245081,0.0028624742,0.0012005828,0.0004967671,8.1443584e-5,5.5294156
0.0026683116,0.0015487323,0.0008741998,0.00033270833,8.364715e-5,7.1638584
0.003506482,0.0033439088,0.0012453379,0.00043421017,7.532318e-5,6.5915856
0.005123831,0.0034056115,0.0018177677,0.0007668242,6.77237e-5,4.5974975
0.002269397,0.0012367829,0.00082223566,0.00029963767,8.310174e-5,7.6078014
0.0039847163,0.0035625724,0.0015812302,0.0006339547,7.4092684e-5,5.6373525
0.003930475,0.0052285213,0.0019920052,0.0013029749,7.672984e-5,4.3701963
0.005341437,0.0032313834,0.0020106263,0.0008309671,6.480142e-5,4.744732
0.0025720182,0.0013095156,0.0013490618,0.00033806398,8.4012376e-5,5.4703326
0.00284313,0.0034939733,0.0008903577,0.00036287142,7.742615e-5,7.9349556
0.0044349874,0.0031821348,0.0014011458,0.0005837985,7.27948e-5,5.185817
0.0034748358,0.0015786239,0.0017022531,0.0004743191,8.350821e-5,4.3828983
0.0038261823,0.0017655253,0.0017002539,0.00052226795,8.362572e-5,4.2401924
0.0047483863,0.0037938596,0.0020857314,0.0008718649,6.366513e-5,4.8295803
0.0044459375,0.003702454,0.0019647346,0.00072809815,6.621104e-5,5.0155563
0.0027730693,0.001333395,0.0015602764,0.00037376586,8.3478575e-5,4.8694663
0.0037631558,0.003526626,0.0013804008,0.0005276864,7.4546035e-5,6.22224
0.003610128,0.0020930627,0.0012504746,0.00043712134,8.5212996e-5,5.2594643
0.0028936856,0.0015556472,0.0012187839,0.00036416008,8.467859e-5,5.521508
0.003710647,0.003521731,0.0016803017,0.0006492184,7.177501e-5,6.4375067
0.0045390325,0.0037632093,0.0019034514,0.0009926949,7.7259254e-5,4.530845
0.0045838216,0.0050363494,0.0009283253,0.0011353565,6.354791e-5,8.329177
0.0035223248,0.003457796,0.0015800645,0.0006211984,7.324908e-5,6.4807806
0.004551893,0.00381378,0.0017281321,0.00089179893,6.566836e-5,6.7006016
0.0036440874,0.0021621122,0.0012318238,0.000435728,8.5120955e-5,5.3889856
0.0044054706,0.0041161375,0.0018811028,0.00090751844,7.206907e-5,4.8344636
0.00443284,0.0033183205,0.0013606845,0.0005905606,7.184521e-5,5.441329
0.0018141044,0.0011452471,0.00035584235,0.00024918522,8.0260885e-5,9.081618
0.0049232855,0.0034866182,0.0021337706,0.0009052059,6.822458e-5,4.554983
0.0031600602,0.0018796466,0.0010565647,0.00037813562,8.4613275e-5,6.2096896
0.004317496,0.003800214,0.0018426322,0.0008056142,7.121313e-5,5.032909
0.004028395,0.0038464505,0.0019811166,0.0009566881,6.429674e-5,6.1862607
0.004778325,0.0036219086,0.0013357095,0.00069586537,7.020543e-5,5.639891
0.005040055,0.0035440547,0.0015350546,0.000742076,6.8786234e-5,5.000711
0.0029402853,0.0032929606,0.0010957156,0.00064079824,7.1777074e-5,8.251811
0.004021045,0.0036627413,0.0017795586,0.0006690184,7.0979135e-5,5.528058
0.0026317223,0.0013413937,0.0013628602,0.0003451165,8.4043306e-5,5.3660774
0.0037168355,0.0034452463,0.0014941894,0.00071759365,6.950862e-5,7.315725
0.0037714932,0.0058118054,0.001979998,0.0015334034,7.516978e-5,4.1508555
0.003294312,0.002525118,0.00052982935,0.00036845732,8.159606e-5,8.416406
0.0047978447,0.0028790804,0.0016058566,0.0006640834,7.46904e-5,4.61376
0.0040883366,0.0037159494,0.0018334064,0.0006695457,6.9406495e-5,5.4613833
0.0042302655,0.0037469743,0.001794343,0.00075898686,7.2169474e-5,5.109787
0.0047245463,0.003698359,0.002041594,0.00079428754,6.4594344e-5,4.6848993
0.005100427,0.0033846467,0.0016510771,0.0007410473,6.870092e-5,4.577749
0.0051533817,0.0033385584,0.0017444702,0.000752381,6.8845984e-5,4.2319207
0.0048825233,0.0035863228,0.00189963,0.0007973185,6.6237284e-5,5.8618073
0.0043785553,0.0028323121,0.0013069962,0.0005290222,8.049483e-5,5.2404985
0.0028504033,0.0020825595,0.0004595322,0.00032984276,8.1888924e-5,8.675559
0.004334597,0.0024791374,0.0014206644,0.0005456051,8.307861e-5,4.846748
0.0031174333,0.0016060671,0.0013922139,0.00040092843,8.4517866e-5,4.940085
0.0024511393,0.0033663474,0.00080243434,0.0003468553,7.712104e-5,8.497254
0.0044755014,0.003673938,0.0016105255,0.00087165536,6.526261e-5,7.29549
0.0049688937,0.0037953747,0.0013117931,0.0007726448,6.891982e-5,6.2008677
0.0047350735,0.0029188772,0.0015826948,0.0006501353,7.384199e-5,4.729557
0.004520138,0.0036700314,0.0019662476,0.00073365244,6.613887e-5,4.9560723
0.00369188,0.0035007389,0.0016718003,0.0006487135,7.186469e-5,6.5023756
0.0050017545,0.003869155,0.0013571889,0.0008218642,6.802502e-5,6.4373126
0.0047129523,0.003997067,0.0020113036,0.0009190132,6.659968e-5,4.8838177
0.0045025614,0.004413607,0.0019946108,0.00096970267,6.993825e-5,4.812053
0.0039401758,0.0019797962,0.0015321166,0.0005150848,8.4045976e-5,4.5213184
0.004694899,0.0035044125,0.0020097636,0.0008802957,6.256669e-5,6.0824647
0.0036923508,0.0036920807,0.0019645116,0.0008781497,6.140793e-5,6.8616505
0.00510648,0.003101593,0.0019949088,0.00081445405,6.651332e-5,4.5744452
0.003930475,0.0052285213,0.0019920052,0.0013029749,7.672984e-5,4.3701963
0.004085267,0.0019848195,0.0016235722,0.00054572505,8.315584e-5,4.3782916
0.0044105495,0.0038637558,0.002022666,0.00093813456,6.498425e-5,5.4243093
0.004042902,0.0035403692,0.0015371834,0.0006496742,7.598126e-5,5.4520493
0.0044711404,0.003986701,0.0018958393,0.0009960533,7.716001e-5,4.565314
0.0042940453,0.003711215,0.0017527501,0.00078747264,7.373597e-5,4.9791474
0.004489157,0.0040838034,0.002028633,0.0009747032,6.600798e-5,5.4107094
0.003563545,0.0034375878,0.0015729226,0.00065433205,7.1828785e-5,6.931225
