k10 [1/s],k12 [1/s],k21 [1/s],k13 [1/s],k31 [1/s],V1 [litres]
0.005021473,0.0060620746,0.0022300154,0.0013526632,6.638746e-5,6.3109083
0.005221555,0.0060988786,0.002221762,0.0013329528,6.626553e-5,6.24944
0.0057463637,0.0062830644,0.0023497758,0.0012280315,6.54247e-5,5.3871593
0.004614211,0.0062619373,0.002286319,0.0014164299,6.756257e-5,5.710109
0.0040964587,0.004432398,0.0022665716,0.00091425027,5.279769e-5,7.2652
0.0069127902,0.006440166,0.0023412134,0.0011229394,6.4216896e-5,4.583631
0.004950953,0.0049365363,0.0019591167,0.0010790692,6.015902e-5,7.508385
0.005950343,0.0068391627,0.0023746744,0.0014179198,6.909552e-5,5.379156
0.0045184684,0.0042631226,0.0020487858,0.0008699452,5.263665e-5,7.2777724
0.0049308706,0.005388521,0.0021486427,0.0011781576,6.1876424e-5,7.032527
0.0046436796,0.0042459155,0.002158244,0.00078877964,4.9986444e-5,6.780965
0.0029131405,0.0064252093,0.0021944046,0.0013766187,6.374062e-5,6.6332326
0.0038881234,0.004691367,0.0022179072,0.0009641635,5.51004e-5,7.1174145
0.005400529,0.00698741,0.002475318,0.0017771279,7.840189e-5,4.8414235
0.0045738616,0.0042620394,0.0021352589,0.00085255696,5.142871e-5,7.279313
0.004305461,0.004839052,0.0023448195,0.00082256814,5.0132967e-5,7.5296545
0.004365425,0.0052839885,0.0021589259,0.0009756286,5.6167144e-5,6.8700333
0.004336268,0.0048679532,0.002355792,0.00090353924,5.304497e-5,6.285135
0.0051649828,0.0054422035,0.002309543,0.00080505066,5.149506e-5,5.7440176
0.0037295008,0.004639022,0.0022567555,0.00097017473,5.5027012e-5,7.2470684
0.0056492286,0.005322591,0.0020342215,0.0010357397,6.0558774e-5,6.8854923
0.0050748256,0.0056775925,0.0022268288,0.0012270843,6.300424e-5,6.6992145
0.004097255,0.005322012,0.002105684,0.0010185211,5.773721e-5,7.115337
0.004336268,0.0048679532,0.002355792,0.00090353924,5.304497e-5,6.285135
0.0069546034,0.0064784386,0.0023330264,0.0011592468,6.481105e-5,4.5380282
0.0048827794,0.0043494795,0.0022648445,0.0007562549,4.899911e-5,6.2254148
0.0055692648,0.0052864742,0.0020551772,0.001033404,6.0010396e-5,6.8749843
0.0039333175,0.0044979984,0.0023129357,0.00093434955,5.316327e-5,7.2495704
0.0041579334,0.004333597,0.0020241675,0.0009522024,5.2731604e-5,7.0506663
0.003818473,0.005364829,0.002177439,0.0010520499,5.823083e-5,7.072357
0.006046584,0.006858583,0.002469675,0.0014254347,7.175981e-5,4.9232006
0.0046462547,0.005095135,0.0023185157,0.0008753039,5.2636275e-5,6.168363
0.00542782,0.006056948,0.0022840153,0.0012746411,6.483004e-5,6.257087
0.0062576537,0.0063062035,0.0022017672,0.0011562121,6.5092485e-5,5.623482
0.0052198265,0.0055686845,0.0021562295,0.001183528,6.280537e-5,6.8288627
0.004708421,0.0045273826,0.0021957278,0.00084191293,5.087816e-5,7.2672353
0.004632605,0.004339411,0.002140612,0.00085826206,5.1650473e-5,7.303157
0.0048685283,0.0048873066,0.0022753892,0.0008421594,5.0650662e-5,7.2879477
0.00475215,0.004818765,0.0021667914,0.0008870615,5.1192204e-5,7.2369423
0.0043244655,0.0042901947,0.0021920218,0.00070299045,4.8661183e-5,7.469353
0.0044815824,0.004521158,0.0022572346,0.0008900123,5.1216666e-5,7.2586036
0.005982065,0.0062419274,0.0022008594,0.0012340819,6.554336e-5,5.9234467
0.004764239,0.005685156,0.0022664596,0.00126628,6.294822e-5,6.716258
0.0046262424,0.0047681755,0.0022694515,0.00082449685,5.0407318e-5,7.3998103
0.005131145,0.00621912,0.0022496916,0.0013587304,6.675815e-5,5.8990583
0.004259766,0.0043711695,0.0021640558,0.00090269285,5.305076e-5,7.2787237
0.004414429,0.0040850295,0.0021831098,0.0007710203,4.9238002e-5,7.1516733
0.004508081,0.0053891046,0.0021970158,0.0010777768,5.533398e-5,6.9497023
0.0049013044,0.005156333,0.0020074348,0.001161543,6.270359e-5,7.381319
0.0047280844,0.004514861,0.0021748499,0.0008531617,5.141902e-5,7.307396
0.0047082114,0.004618829,0.0022322603,0.0008455458,5.0848725e-5,7.2803197
0.0037567073,0.0044826725,0.0023285148,0.0008096383,4.9453658e-5,7.4398446
0.0044156075,0.004301674,0.00217427,0.0008307072,5.0791197e-5,7.354017
0.004959454,0.006592089,0.002363022,0.0014611982,6.882311e-5,5.3925457
0.0064630257,0.004851173,0.0019973095,0.0007087841,5.463782e-5,6.6259823
0.0042195744,0.004623102,0.0022554295,0.00069080695,4.878159e-5,7.728905
0.0059107197,0.0062451907,0.0022306656,0.0012431656,6.5546395e-5,5.955265
0.0051716915,0.0064166244,0.0023731985,0.0013583344,6.5906366e-5,5.7600617
0.0038341125,0.0047174296,0.0022994848,0.0009465701,5.430303e-5,7.1159286
0.00526172,0.005971501,0.0023546834,0.0012057233,6.1737155e-5,6.060959
0.007111696,0.0043980298,0.0021612379,0.00048606924,4.3082215e-5,3.7278922
0.0055493833,0.0035734223,0.002530268,0.0008369483,4.5974895e-5,4.6089654
0.004746419,0.0043861363,0.002605592,0.0011737009,5.1331303e-5,5.1018724
0.0047711693,0.0040555694,0.0022834784,0.0006562575,4.6656834e-5,6.7315645
0.00605585,0.004110506,0.002468253,0.0007274412,4.47918e-5,4.366579
0.004555989,0.003928881,0.0026654084,0.001391876,5.18721e-5,5.142943
0.00386108,0.0054851165,0.00236479,0.0009640949,4.9704337e-5,7.434057
0.004629909,0.005414203,0.0023298012,0.0009161591,5.383139e-5,6.120523
0.005602734,0.004365109,0.0021567242,0.00059361674,4.2156953e-5,6.861224
0.004711228,0.0039483877,0.0026331074,0.0011801874,4.9667775e-5,5.0875463
0.0050030383,0.0055587683,0.002196904,0.00086100434,4.9374456e-5,7.8246093
0.004441566,0.005547322,0.0023153815,0.00096562563,5.5176894e-5,6.313881
0.004354684,0.0041056885,0.002137981,0.00082250615,5.069897e-5,7.301813
0.006167068,0.0031612946,0.00254916,0.0007779045,4.1086332e-5,4.109315
0.0055049895,0.0038546834,0.0023370918,0.00067517924,4.5222656e-5,5.4445467
0.004533145,0.0035551824,0.002737549,0.0015958437,5.6099543e-5,4.9182267
0.005668892,0.0044904393,0.002528467,0.00084664644,4.7093967e-5,4.5082283
0.004324405,0.0049807667,0.002042142,0.0009559942,5.621878e-5,7.230388
0.006113934,0.0038240808,0.0025058691,0.00073467527,4.2942214e-5,4.238361
0.00425457,0.0043732724,0.002415931,0.0008067456,4.8673675e-5,6.891642
0.004582271,0.005008903,0.0022875268,0.00081458106,5.0179104e-5,7.561974
0.0039684847,0.0059654755,0.0022501424,0.0009850479,4.5660774e-5,8.468634
0.003736149,0.005086669,0.0022747784,0.0010238016,5.669309e-5,6.9793816
0.0037345418,0.0059676175,0.0022743235,0.001103342,5.9717757e-5,6.585787
0.005518971,0.0046951273,0.0025428247,0.000979559,4.8906444e-5,4.615344
0.0037770981,0.0046315105,0.0022045735,0.00096769666,5.5340202e-5,7.264443
0.0061954693,0.004166034,0.002445082,0.00069275475,4.439296e-5,4.285367
0.0047222157,0.005245846,0.002149785,0.00079199084,4.746675e-5,8.081246
0.0046100384,0.0053759706,0.0021699588,0.00082316494,4.695554e-5,8.280227
0.0054103946,0.0053200824,0.002325323,0.00075991126,5.0062936e-5,5.4635415
0.0062571852,0.00417094,0.0024348914,0.0006719158,4.574163e-5,4.201491
0.005282012,0.0044751503,0.0025578786,0.0009406254,4.8839753e-5,4.759957
0.004646689,0.004273363,0.0023581528,0.00069779484,4.755586e-5,6.890848
0.005438504,0.0028621717,0.0025537934,0.0010882149,4.5548233e-5,4.617831
0.0060221236,0.004360656,0.0024948718,0.00075943704,4.5152407e-5,4.2934737
0.00469134,0.004501951,0.0024485693,0.00089838344,5.1092986e-5,5.745312
0.0059012244,0.004292381,0.002333238,0.00063774857,4.4771503e-5,5.0223885
0.0047285394,0.0041886126,0.0023050406,0.00065845443,4.687553e-5,6.8685617
0.0057695364,0.004329657,0.0025144767,0.0008044193,4.6863817e-5,4.601055
0.0041919355,0.004531116,0.0023167823,0.0007004194,4.797557e-5,7.6855507
0.0063411645,0.0040024114,0.002213205,0.0005577495,5.0521823e-5,3.950527
0.005445202,0.0033585196,0.0025432291,0.0008694254,4.5830853e-5,4.621081
0.005560213,0.0029619879,0.0026358666,0.0010257758,4.3155804e-5,4.4930425
0.0061032157,0.00378951,0.002493965,0.0007269209,4.314742e-5,4.286868
0.0040964275,0.0040643807,0.0022758653,0.00079540914,4.975797e-5,7.263486
0.0055057206,0.003297583,0.002596054,0.0009031061,4.3943928e-5,4.581652
0.004282194,0.0044454304,0.0021957087,0.0008729797,5.2383723e-5,7.014602
0.004827655,0.0034528796,0.0026571346,0.0012972404,5.1742685e-5,4.7943115
0.0046944176,0.0051461905,0.0023130693,0.00087272923,5.2626485e-5,6.1474237
0.0050925915,0.005057038,0.0024018225,0.000817211,5.07958e-5,5.45495
0.0040280954,0.004574093,0.002164174,0.00093489286,5.4545653e-5,7.2380385
0.0065605952,0.0041033914,0.0023784984,0.0005965988,4.3428936e-5,3.9294908
0.003876486,0.005714247,0.0023347342,0.0010384556,4.9323724e-5,7.2799616
0.0051979916,0.003676617,0.0025127097,0.0009751264,4.987563e-5,4.8110046
0.00532535,0.003841522,0.002411387,0.000919924,5.279761e-5,4.722816
0.006067123,0.003613218,0.0025290938,0.0007513935,4.224216e-5,4.243334
0.0064745615,0.0040817875,0.0022290712,0.0005484233,4.8553673e-5,3.7702944
0.0045632985,0.003791193,0.002685854,0.0013529125,4.950284e-5,5.1721373
0.0067291884,0.0041324887,0.0022941437,0.00053379626,4.465075e-5,3.657542
0.004572879,0.00516102,0.0022929315,0.00089256786,5.3176584e-5,6.3201933
0.0054264604,0.004143759,0.0025630258,0.00090352155,4.6973677e-5,4.656977
0.007316483,0.0064994264,0.0027564059,0.002023548,8.022143e-5,3.0993693
0.004578674,0.005059933,0.0022892146,0.00087944954,5.278943e-5,6.334972
0.0048639574,0.0042514056,0.0026189224,0.0012526722,5.057636e-5,5.0130153
0.006047241,0.0069252606,0.0025557198,0.0018199616,8.011316e-5,4.4544744
0.0072710426,0.00584556,0.0026932636,0.0016892406,7.579282e-5,3.166936
0.0046737823,0.006314921,0.0023588832,0.0014000667,6.754844e-5,5.352051
0.005553281,0.003961315,0.002556034,0.00086953223,4.587569e-5,4.5891304
0.005738054,0.00431081,0.0024990342,0.00080661674,4.677616e-5,4.5508413
0.005252565,0.0048013385,0.0025082012,0.0009092665,5.078405e-5,4.887908
0.0056963563,0.004494319,0.0025045683,0.00082363054,4.7400168e-5,4.550323
0.004815805,0.0044630324,0.0025911136,0.0010860673,5.1071806e-5,5.0623064
0.004907912,0.005240131,0.0025144406,0.0009899352,5.322668e-5,5.105702
0.0058503593,0.0044171484,0.0024417543,0.0007445568,4.6538426e-5,4.629591
0.0058503593,0.0044171484,0.0024417543,0.0007445568,4.6538426e-5,4.629591
0.0030624727,0.0055943034,0.0018704336,0.0021537866,8.107552e-5,2.734374
0.0034236033,0.006423767,0.0019722776,0.002141356,7.821306e-5,3.1253595
0.0025324738,0.0048250095,0.0015841825,0.001998968,7.00696e-5,2.773727
0.0031928194,0.006021117,0.0019308641,0.0021465088,8.025593e-5,2.9189696
0.003166344,0.006091127,0.0019528384,0.0021095178,7.985232e-5,2.9994853
0.0026681519,0.005107426,0.0015160963,0.0021331,6.968252e-5,2.687323
0.0031482154,0.006040861,0.0019440744,0.0021074638,8.020951e-5,2.954341
0.0032440608,0.006748298,0.0019473335,0.0018522093,7.268568e-5,5.163872
0.0033142266,0.0061412104,0.0019928804,0.0020459555,7.9239275e-5,3.071507
0.003217303,0.0060359826,0.0019683896,0.0020908737,7.994697e-5,2.990845
0.0026358818,0.0056184675,0.001505712,0.0016828252,6.073166e-5,5.192149
0.0027945123,0.005809574,0.0016555294,0.0019248483,6.651585e-5,3.4560301
0.0026234535,0.0057181222,0.0017531702,0.0019525248,6.860495e-5,3.0684083
0.0027593602,0.0058678593,0.0016917086,0.001950819,6.743987e-5,3.2780962
0.0025900314,0.0062527093,0.00177822,0.0019208294,6.7560184e-5,3.550812
0.00324628,0.0054256865,0.0018889834,0.0013465456,6.5010674e-5,6.6829667
0.0036015203,0.0063873767,0.002100643,0.00181626,7.610192e-5,3.9283357
0.002935341,0.0046020467,0.0018571405,0.00123402,6.251662e-5,7.6623898
0.0025014072,0.0063274004,0.0017314466,0.0017511003,6.53982e-5,4.501383
0.0025824506,0.0040400997,0.0016475781,0.0011254337,6.0441045e-5,7.4153476
0.0036525573,0.006337831,0.00210032,0.001761472,7.606972e-5,4.100037
0.002809268,0.0054732533,0.0015218843,0.002183017,6.896039e-5,2.7105303
0.0033193552,0.0062710047,0.0019687437,0.002115541,7.8884426e-5,3.0777555
0.0032963522,0.006283453,0.0019329576,0.002215701,7.980581e-5,2.965243
0.0025268528,0.0048827413,0.0015823108,0.002022746,7.003572e-5,2.7837813
0.002809268,0.0054732533,0.0015218843,0.002183017,6.896039e-5,2.7105303
0.003106701,0.00576355,0.0019046343,0.0020905957,8.056687e-5,2.8256423
0.0031243504,0.005961669,0.0019331102,0.0021106116,8.0371334e-5,2.9147584
0.0031974292,0.006093207,0.0019361972,0.0021738897,8.022241e-5,2.9405951
0.0034854808,0.00665609,0.0019275512,0.0023199755,7.8253695e-5,3.0747724
0.0031285824,0.005905331,0.0018822853,0.0022307131,8.079897e-5,2.8115642
0.0024932208,0.0048209033,0.0016731927,0.0018962767,7.0097194e-5,2.9154525
0.003530536,0.006562725,0.0020356644,0.0019471705,7.603224e-5,3.8880372
0.0035227719,0.0062901797,0.0020604932,0.0019746148,7.76626e-5,3.2658908
0.003301092,0.0059957495,0.001989534,0.002068756,7.999867e-5,2.987527
0.0027192398,0.005560766,0.0014612717,0.001885778,6.195541e-5,4.402923
0.0036338628,0.006305722,0.0020959305,0.0019420416,7.7153316e-5,3.3340127
0.0035592325,0.006398103,0.002083761,0.0018924405,7.639521e-5,3.7159646
0.0026341886,0.0057226825,0.0015905744,0.0016975263,6.201645e-5,4.8244834
0.0026341886,0.0057226825,0.0015905744,0.0016975263,6.201645e-5,4.8244834
0.003617234,0.006273483,0.0020878592,0.0019483087,7.746486e-5,3.295351
0.0024873556,0.005347817,0.001752523,0.0019415846,6.924051e-5,3.0584698
0.0033716785,0.0060864193,0.002011671,0.0020373252,7.9305726e-5,3.0705128
0.002510047,0.005722521,0.0016060225,0.0015280274,6.104938e-5,5.806205
0.0023534524,0.0043790243,0.0015879467,0.0012327307,6.0295348e-5,7.5227294
0.0026153421,0.0061121397,0.0018051511,0.0019798698,6.792607e-5,3.2449255
0.0023892233,0.0053368155,0.0015124865,0.0014826047,6.0607377e-5,6.1732154
0.0021645771,0.0049627423,0.0014518291,0.0013638126,6.028549e-5,6.9291086
0.0025623734,0.00612517,0.0017005919,0.0017241201,6.464266e-5,4.5085588
0.0025268132,0.005968358,0.0016312603,0.001608118,6.1338105e-5,5.3504424
0.0024298509,0.0042312816,0.0015974168,0.0011318614,6.0167356e-5,7.3230877
0.0021633073,0.004993649,0.0015062025,0.0012859332,6.052781e-5,7.0783997
0.0022768155,0.005190557,0.0016036417,0.0012640306,6.0983068e-5,6.964536
0.0052072974,0.0068652267,0.0024279114,0.0016340049,7.420432e-5,5.1661024
0.0052072974,0.0068652267,0.0024279114,0.0016340049,7.420432e-5,5.1661024
0.0058243773,0.006069576,0.0018266859,0.00084865803,4.038122e-5,8.642042
0.0058243773,0.006069576,0.0018266859,0.00084865803,4.038122e-5,8.642042
0.0056518707,0.0042840103,0.002536013,0.00083904905,4.7041045e-5,4.6448097
0.0056518707,0.0042840103,0.002536013,0.00083904905,4.7041045e-5,4.6448097
0.0059359097,0.0038950224,0.0025419232,0.0007927304,4.359537e-5,4.29474
0.0059359097,0.0038950224,0.0025419232,0.0007927304,4.359537e-5,4.29474
0.0056060306,0.0030645928,0.002619151,0.0009383277,4.296149e-5,4.4327087
0.0056060306,0.0030645928,0.002619151,0.0009383277,4.296149e-5,4.4327087
0.0048353397,0.003897729,0.0026558917,0.0013072897,4.9181326e-5,4.9995046
0.0048353397,0.003897729,0.0026558917,0.0013072897,4.9181326e-5,4.9995046
0.0037519115,0.005078211,0.0021762075,0.0010274131,5.7501784e-5,7.230842
0.0037519115,0.005078211,0.0021762075,0.0010274131,5.7501784e-5,7.230842
0.0045021526,0.004446504,0.001982979,0.0008788114,5.3885633e-5,7.313032
0.0045021526,0.004446504,0.001982979,0.0008788114,5.3885633e-5,7.313032
0.0056333574,0.0038937645,0.0022910524,0.0006221746,4.4357814e-5,5.499477
0.0056333574,0.0038937645,0.0022910524,0.0006221746,4.4357814e-5,5.499477
0.007090024,0.0043980796,0.002126352,0.00062657,5.315346e-5,5.6377788
0.007090024,0.0043980796,0.002126352,0.00062657,5.315346e-5,5.6377788
0.0062182946,0.003371007,0.0024977145,0.0007177269,4.195317e-5,4.136636
0.0062182946,0.003371007,0.0024977145,0.0007177269,4.195317e-5,4.136636
0.007671497,0.0032632565,0.0026996231,0.001279368,6.7707406e-5,3.380241
0.007671497,0.0032632565,0.0026996231,0.001279368,6.7707406e-5,3.380241
0.004760388,0.0048018247,0.0021440303,0.000722344,4.8817485e-5,7.529619
0.004760388,0.0048018247,0.0021440303,0.000722344,4.8817485e-5,7.529619
0.0044462476,0.005024808,0.0023039717,0.0008113529,5.017887e-5,7.648813
0.0044462476,0.005024808,0.0023039717,0.0008113529,5.017887e-5,7.648813
0.0066170413,0.0059294435,0.0028385646,0.0022799477,8.303896e-5,3.5649183
0.0066170413,0.0059294435,0.0028385646,0.0022799477,8.303896e-5,3.5649183
0.007382104,0.004528642,0.0023316133,0.0007854219,5.4483906e-5,4.1098666
0.007382104,0.004528642,0.0023316133,0.0007854219,5.4483906e-5,4.1098666
